series	booktitle	year	title	abstract	authors	pdf1page	pdfarticle	id	lang_title	lang_abstract	affiliations	long_content	short_content	n_citations	
Revue des Nouvelles Technologies de l'Information	EGC	2011	Apprendre les contraintes topologiques dans les cartes auto-organisatrices	La Carte Auto-Organisatrice (SOM : Self-Organizing Map) est une méthode populaire pour l'analyse de la structure d'un ensemble de données. Cependant, certaines contraintes topologiques de la SOM sont fixées avant l'apprentissage et peuvent ne pas être pertinentes pour la représentation de la structure des données. Dans cet article nous nous proposons d'améliorer les performances des SOM avec un nouvel algorithme qui apprend les contraintes topologiques de la carte à partir des données. Des expériences sur des bases de données artificielles et réelles montrent que l'algorithme proposé produit de meilleurs résultats que SOM classique. Ce n'est pas le cas avec une relaxation triviale des contraintes topologiques, qui résulte en une forte augmentation de l'erreur topologique de la carte.	Guénaël Cabanes, Younès Bennani	http://editions-rnti.fr/render_pdf.php?p1&p=1000939	http://editions-rnti.fr/render_pdf.php?p=1000939	464	fr	fr	@univ-paris13.fr	apprendre le contrainte topologique dans le carte auto- organisatrices  le Carte Auto- Organisatrice ( SOM : Self-Organizing Map ) être un méthode populaire pour le analyse de le structure d' un ensemble de donnée . cependant , certain contrainte topologique de le SOM être fixer avant le apprentissage et pouvoir ne pas être pertinent pour le représentation de le structure des donnée . Dans ce article nous nous proposer d' améliorer le performance des SOM avec un nouveau algorithme qui apprendre le contrainte topologique de le carte à partir un donnée . un expérience sur un base de donnée artificiel et réel montrer que le algorithme proposer produire de meilleur résultat que SOM classique . Ce n' être pas le cas avec un relaxation trivial des contrainte topologique , qui résulter en un fort augmentation de le erreur topologique de le carte . 	Apprendre les contraintes topologiques dans les cartes auto-organisatrices	0
Revue des Nouvelles Technologies de l'Information	EGC	2011	Apprentissage génératif de la structure de réseaux logiques de Markov à partir d'un graphe des prédicats	Les Réseaux Logiques de Markov (MLNs) combinent l'apport statistique des Réseaux de Markov à la logique du premier ordre. Dans cette approche, chaque clause logique se voit affectée d'un poids, l'instanciation des clauses permettant alors de produire un Réseau deMarkov. L'apprentissage d'un MLN consiste à apprendre d'une part sa structure (la liste de clauses logiques) et d'autre part les poids de celles-ci. Nous proposons ici une méthode d'apprentissage génératif de Réseau Logique de Markov. Cette méthode repose sur l'utilisation d'un graphe des prédicats, produit à partir d'un ensemble de prédicats et d'une base d'apprentissage. Une méthode heuristique de variabilisation est mise en oeuvre afin de produire le jeu de clauses candidates. Les résultats présentés montrent l'intérêt de notre approche au regard de l'état de l'art.	Quang-Thang Dinh, Matthieu Exbrayat, Christel Vrain	http://editions-rnti.fr/render_pdf.php?p1&p=1000993	http://editions-rnti.fr/render_pdf.php?p=1000993	465	fr	fr	@univ-orleans.fr	apprentissage génératif de le structure de réseau logique de Markov à partir d' un graphe des prédicats  le réseau logique de Markov ( MLNs ) combiner le apport statistique des réseau de Markov à le logique du premier ordre . Dans ce approche , chaque clause logique clr voir affecter d' un poids , le instanciation des clause permettre alors de produire un réseau deMarkov . le apprentissage d' un MLN consister à apprendre d' un part son structure ( le liste de clause logique ) et d' autre part le poids de celui _-ci . Nous proposer ici un méthode d' apprentissage génératif de Réseau Logique de Markov . ce méthode reposer sur le utilisation d' un graphe des prédicat , produire à partir d' un ensemble de prédicat et d' un base d' apprentissage . un méthode heuristique de variabilisation être mettre en oeuvre afin de produire le jeu de clause candidat . le résultat présenter montrer le intérêt de son approche au regard de le état de le art . 	Apprentissage génératif de la structure de réseaux logiques de Markov à partir d'un graphe des prédicats	1
Revue des Nouvelles Technologies de l'Information	EGC	2011	Cartes cognitives : une exploitation à base d'échelle, vue et profil	Une carte cognitive est un réseau d'influences entre différents concepts. Le modèle des cartes cognitives permet à un utilisateur de calculer l'influence entre deux concepts. Les cartes cognitives contenant un grand nombre de concepts et d'influences sont difficiles à comprendre. Cet article introduit la notion de carte cognitive ontologique qui associe une ontologie à une carte cognitive classique pour en organiser les concepts. Afin de faciliter la compréhension d'une carte, l'utilisateur peut obtenir une vue de cette carte la simplifiant selon une échelle qu'il aura choisie. Un profil peut être créé pour construire des vues correspondant aux objectifs d'un type d'utilisateur. Si une carte est manipulée par différents utilisateurs, leurs profils combinés permettent de construire une vue partagée.	Lionel Chauvin, David Genest, Aymeric Le Dorze, Stéphane Loiseau	http://editions-rnti.fr/render_pdf.php?p1&p=1001008	http://editions-rnti.fr/render_pdf.php?p=1001008	466	fr	fr	@univ-angers.fr	carte cognitif : un exploitation à base d' échelle , vue et profil  un carte cognitif être un réseau d' influence entre différents concept . le modèle des carte cognitif permettre à un utilisateur de calculer le influence entre deux concept . le carte cognitif contenir un grand nombre de concept et d' influence être difficile à comprendre . ce article introduire le notion de carte cognitif ontologique qui associer un ontologie à un carte cognitif classique pour en organiser le concept . Afin de faciliter le compréhension d' un carte , le utilisateur pouvoir obtenir un vue de ce carte le simplifier selon un échelle qu' il avoir choisir . un profil pouvoir être créer pour construire un vue correspondre aux objectif d' un type d' utilisateur . Si un carte être manipuler par différents utilisateur , son profil combiner permettre de construire un vue partager . 	Cartes cognitives : une exploitation à base d'échelle, vue et profil	2
Revue des Nouvelles Technologies de l'Information	EGC	2011	Catégorisation des mesures d'intérêt pour l'extraction des connaissances	"La recherche de règles d'association intéressantes est un domaine de recherche important et actif en fouille de données. Les algorithmes de la famille Apriori reposent sur deux mesures pour extraire les règles, le support et la confiance. Bien que ces deux mesures possèdent des vertus algorithmiques accélératrices, elles génèrent un nombre prohibitif de règles dont la plupart sont redondantes et sans intérêt. Il est donc nécessaire de disposer d'autres mesures filtrant les règles inintéressantes. Des travaux ont été réalisés pour dégager les ""bonnes"" propriétés des mesures d'extraction des règles et ces propriétés ont été évaluées sur 61 mesures. L'objectif de cet article est de dégager des catégories de mesures afin de répondre à une préoccupation des utilisateurs : le choix d'une ou plusieurs mesures lors d'un processus d'extraction des connaissances dans le but d'éliminer les règles valides non pertinentes extraites par le couple (support, confiance). L'évaluation des propriétés sur les 61 mesures a permis de dégager 9 classes de mesures, classes obtenues grâce à deux techniques : une méthode de la classification ascendante hiérarchique et une version de la méthode de classification non-hiérarchique des k-moyennes."	Sylvie Guillaume, Dhouha Grissa, Engelbert Mephu Nguifo	http://editions-rnti.fr/render_pdf.php?p1&p=1001014	http://editions-rnti.fr/render_pdf.php?p=1001014	467	fr	fr	@isima, @isima, @isima	catégorisation des mesure d' intérêt pour le extraction des connaissances  " le recherche de règle d' association intéressant être un domaine de recherche important et actif en fouille de donnée . . le algorithme de le famille Apriori reposer sur deux mesure pour extraire le règle , le support et le confiance . . bien que ce deux mesure posséder un vertu algorithmique accélérateur , elles générer un nombre prohibitif de règle dont le plupart être redondant et sans intérêt . . Il être donc nécessaire de disposer un autre mesure filtrer le règle inintéressant . . un travail avoir être réaliser pour dégager le " " bon " " propriété des mesure d' extraction des règle et ce propriété avoir être évaluer sur 61 mesure . . le objectif de ce article être de dégager un catégorie de mesure afin de répondre à un préoccupation des utilisateur : le choix d' un ou plusieurs mesure lors d' un processus d' extraction des connaissance dans le but d' éliminer le règle valide non pertinent extraire par le couple ( support , confiance ) . . le évaluation des propriété sur le 61 mesure avoir permettre de dégager 9 classe de mesure , classe obtenir grâce à deux technique : un méthode de le classification ascendant hiérarchique et un version de le méthode de classification non- hiérarchique des k-moyennes . " 	Catégorisation des mesures d'intérêt pour l'extraction des connaissances	2
Revue des Nouvelles Technologies de l'Information	EGC	2011	Classificateurs aléatoires Topologiques à base de graphes de voisinage	En apprentissage supervisé, les Méthodes Ensemble (ME) ont montré leurs qualités. L'une des méthodes de référence dans ce domaine est les Forêts Aléatoires (FA). Cette dernière repose sur des partitionnements de l'espace de représentation selon des frontières parallèles aux axes ou obliques. Les conséquences de cette façon de partitionner l'espace de représentation peuvent affecter la qualité de chaque prédicteur. Il nous a semblé que cette approche pouvait être améliorée si on se libérait de cette contrainte de manière à mieux coller à la structure topologique de l'ensemble d'apprentissage. Dans cet article, nous proposons une nouvelle ME basée sur des graphes de voisinage dont les performances, sur nos premières expérimentations, sont aussi bonnes que celles des FA.	Fabien Rico, Djamel Abdelkader Zighed	http://editions-rnti.fr/render_pdf.php?p1&p=1000933	http://editions-rnti.fr/render_pdf.php?p=1000933	468	fr	fr	@univ-lyon1.fr, @univ-lyon2.fr	classificateur aléatoire Topologiques à base de graphe de voisinage  En apprentissage superviser , le méthode ensemble ( ME ) avoir montrer son qualité . le un des méthode de référence dans ce domaine être le forêt Aléatoires ( FA ) . ce dernier reposer sur un partitionnements de le espace de représentation selon un frontière parallèle aux axe ou oblique . le conséquence de ce façon de partitionner le espace de représentation pouvoir affecter le qualité de chaque prédicteur . Il nous avoir sembler que ce approche pouvoir être améliorer si on clr libérer de ce contrainte de manière à mieux coller à le structure topologique de le ensemble d' apprentissage . Dans ce article , nous proposer un nouveau ME baser sur un graphe de voisinage dont le performance , sur son premier expérimentation , être aussi bon que celui des FA . 	Classificateurs aléatoires Topologiques à base de graphes de voisinage	0
Revue des Nouvelles Technologies de l'Information	EGC	2011	Classification des aéronefs par estimation de la pose	Dans le présent travail, nous proposons un outil d'aide à la reconnaissance de cibles radar basé sur la signature de forme et de la pose de la cible. La tâche principale dans le cadre de cet article consiste à établir la fonction de recherche d'images ISAR par l'exemple en exploitant l'information de pose estimée depuis les images ISAR. L'objectif est d'introduire l'information de pose dans l'indexation des images, notamment dans la phase de sélection des images candidates. Nous proposons une nouvelle méthode d'estimation de la pose basée sur l'axe le plus symétrique de la cible. La méthode proposée est ensuite comparée avec d'autres techniques connues telles que la transformée de Hough et la transformée en ondelette. Enfin, la tâche de classification est réalisée en utilisant les k-plus proches voisins incluant l'information de la pose.	Mohamed Nabil Saidi, Abdelmalek Toumi, Ali Khenchaf, Driss Aboutajdine	http://editions-rnti.fr/render_pdf.php?p1&p=1001012	http://editions-rnti.fr/render_pdf.php?p=1001012	469	fr	fr	@ensieta.fr, @fsr.ac.ma	classification des aéronef par estimation de le pose  Dans le présent travail , nous proposer un outil d' aide à le reconnaissance de cible radar baser sur le signature de forme et de le pose de le cible . le tâche principal dans le cadre de ce article consister à établir le fonction de recherche d' image ISAR par le exemple en exploiter le information de pose estimer depuis le image ISAR . le objectif être d' introduire le information de pose dans le indexation des image , notamment dans le phase de sélection des image candidat . Nous proposer un nouveau méthode d' estimation de le pose baser sur le axe le plus symétrique de le cible . le méthode proposer être ensuite comparer avec un autre technique connaître tel que le transformer de Hough et le transformer en ondelette . enfin , le tâche de classification être réaliser en utiliser le k-plus proche voisin inclure le information de le pose . 	Classification des aéronefs par estimation de la pose	0
Revue des Nouvelles Technologies de l'Information	EGC	2011	Closed-set-based Discovery of Representative Association Rules Revisited	"The output of an association rule miner is often huge in practice. This is why several concise lossless representations have been proposed, such as the ""essential"" or ""representative"" rules. We revisit the algorithm given by Kryszkiewicz (Int. Symp. Intelligent Data Analysis 2001, Springer-Verlag LNCS 2189, 350-359) for mining representative rules. We show that its output is sometimes incomplete, due to an oversight in its mathematical validation, and we propose an alternative complete generator that works within only slightly larger running times."	José L Balcazar , Cristina Tîrnauca	http://editions-rnti.fr/render_pdf.php?p1&p=1001032	http://editions-rnti.fr/render_pdf.php?p=1001032	470	en	en	@unican.es	close set base discovery representative association rule revisit the output association rule miner often huge practice several concise lossless representation propose essential representative rule revisit algorithm give kryszkiewicz int symp intelligent data analysis 2001 springer verlag lnc 2189 350 359 mining representative rule show output sometimes incomplete due oversight mathematical validation propose alternative complete generator work within slightly larger run time	Closed-set-based Discovery of Representative Association Rules Revisited	1
Revue des Nouvelles Technologies de l'Information	EGC	2011	Comparaison entre deux indices pour l'évaluation probabiliste discriminante des règles d'association	"L'élaboration d'une échelle de probabilité discriminante pour la comparaison mutuelle entre plusieurs attributs observés sur un échantillon d'objets de ""grosse"" taille, nécessite une normalisation préalable. L'objet de cet article est l'analyse comparée entre deux approches. La première dérive de l' ""Analyse de la Vraisemblance des Liens Relationnels Normalisée"". La seconde est fondée sur la notion de ""Valeur Test"" sur un échantillon virtuel de taille 100, synthétisant l'échantillon initial."	Israël-César Lerman, Sylvie Guillaume	http://editions-rnti.fr/render_pdf.php?p1&p=1001034	http://editions-rnti.fr/render_pdf.php?p=1001034	471	fr	fr	@irisa.fr, @isima	comparaison entre deux indice pour le évaluation probabiliste discriminant des règle d' association  " le élaboration d' un échelle de probabilité discriminant pour le comparaison mutuel entre plusieurs attribut observer sur un échantillon d' objet de " " gros " " taille , nécessiter un normalisation préalable . . le objet de ce article être le analyse comparer entre deux approche . . le premier dérive de le " " analyse de le vraisemblance des lien Relationnels normaliser " " . . le second être fonder sur le notion de " " Valeur Test " " sur un échantillon virtuel de taille 100 , synthétiser le échantillon initial . " 	Comparaison entre deux indices pour l'évaluation probabiliste discriminante des règles d'association	1
Revue des Nouvelles Technologies de l'Information	EGC	2011	Complex Information Processing	It is commonplace nowadays to claim that information is everywhere and that, as a result, finding the right information (mathematically : according to a set of criteria optimizing a specific goal) is very difficult. Defence applications have to cope with similar problems : communication networks, surveillance and information systems transmit and generate significant amounts of complex information which cannot be processed with low level algorithms. The challenge is to build high-level processing units (which demand a lot of computing power) so as process video streams and communication packets with little possibility of a false alarm as automatically as possible. Methods for processing, aligning, merging low-level and high-level information (from syntactic to semantic information) extracted from still images, videos, speech, text and the Internet are being considered. The framework includes theoretical approaches, algorithms as well as evaluation methods. Topics of interest are data fusion, learning techniques, data mining, HCI, even Artificial Intelligence. Defence applications are numerous, from scene understanding to weak signal detection.	Jacques Blanc-Talon	http://editions-rnti.fr/render_pdf.php?p1&p=1000922	http://editions-rnti.fr/render_pdf.php?p=1000922	472	en	en	@dga.defense.gouv.fr	complex information processing commonplace nowadays claim information everywhere that result find right information mathematically accord set criterium optimize specific goal difficult defence application cope similar problem communication network surveillance information system transmit generate significant amount complex information cannot process low level algorithms challenge build high level processing unit which demand lot compute power process video stream communication packet little possibility false alarm automatically possible method process aligning merge low level high level information from syntactic semantic information extract still image video speech text internet consider framework include theoretical approach algorithm well evaluation method topic interest datum fusion learn technique datum mining hci even artificial intelligence defence application numerous scene understanding weak signal detection	Complex Information Processing	733
Revue des Nouvelles Technologies de l'Information	EGC	2011	Conception et implémentation d'une nouvelle technique cellulaire de discrétisation : intégration dans TANAGRA		Mohamed Benamina, Baghdad Atmani	http://editions-rnti.fr/render_pdf.php?p1&p=1000976	http://editions-rnti.fr/render_pdf.php?p=1000976	473	fr		@gmail.com, @gmail.com	Conception et implémentation d'une nouvelle technique cellulaire de discrétisation : intégration dans TANAGRA 	Conception et implémentation d'une nouvelle technique cellulaire de discrétisation : intégration dans TANAGRA	0
Revue des Nouvelles Technologies de l'Information	EGC	2011	Construction d'une Ontologie d'aide au renforcement de la sécurité des systèmes de transport automatisés.		Lassaâd Mejri, Ahmed Maalel, Habib Hadj Mabrouk, Henda Ben Ghezela Hadjami	http://editions-rnti.fr/render_pdf.php?p1&p=1000967	http://editions-rnti.fr/render_pdf.php?p=1000967	474	fr		@yahoo.fr, @gmail.com, @gnet.tn, @inrets.fr	Construction d'une Ontologie d'aide au renforcement de la sécurité des systèmes de transport automatisés. 	Construction d'une Ontologie d'aide au renforcement de la sécurité des systèmes de transport automatisés.	0
Revue des Nouvelles Technologies de l'Information	EGC	2011	Construction ontologique à partir de séquences d'expression de champignons		Houda Fyad, Karim Bouamrane, Baghdad Atmani, Claire Toffano-Nioche	http://editions-rnti.fr/render_pdf.php?p1&p=1000968	http://editions-rnti.fr/render_pdf.php?p=1000968	475	fr		@gmail.com, @u-psud.fr	Construction ontologique à partir de séquences d'expression de champignons 	Construction ontologique à partir de séquences d'expression de champignons	0
Revue des Nouvelles Technologies de l'Information	EGC	2011	Data stream summarization by on-line histograms clustering		Antonio Balzanella, Lidia Rivoli, Rosanna Verde	http://editions-rnti.fr/render_pdf.php?p1&p=1000977	http://editions-rnti.fr/render_pdf.php?p=1000977	476	en		@gmail.com, @unina.it	Data stream summarization by on-line histograms clustering 	Data stream summarization by on-line histograms clustering	0
Revue des Nouvelles Technologies de l'Information	EGC	2011	Découverte de motifs d'évolution significatifs dans les séries temporelles d'images satellites	Les séries temporelles d'images satellites (ou Satellite Image Time Series - SITS) sont d'importantes sources d'informations sur l'évolution du territoire. Étudier ces images permet de comprendre les changements sur des zones précises mais aussi de découvrir des schémas d'évolution à grande échelle. Toutefois, découvrir ces phénomènes impose de répondre à plusieurs défis qui sont liés aux caractéristiques des SITS et à leurs contraintes. Premièrement, chaque pixel d'une image satellite est décrit par plusieurs valeurs (les niveaux radiométriques sur différentes longueurs d'ondes). Deuxièmement, ces motifs d'évolution portent sur des périodes très longues et ne sont pas forcément synchrones selon les régions. Troisièmement, les régions qui ne sont pas concernées par des évolutions significatives sont majoritaires et leur domination rend difficile l'extraction des motifs d'évolution. Dans cet article, nous proposons une méthode qui répond à ces difficultés et nous la validons sur une série d'images satellites acquises sur une période de 20 ans.	François Petitjean, Florent Masseglia, Pierre Gançarski	http://editions-rnti.fr/render_pdf.php?p1&p=1001037	http://editions-rnti.fr/render_pdf.php?p=1001037	477	fr	fr	@unistra.fr, @inria.fr	découverte de motif d' évolution significatif dans le série temporel d' image satellites  le série temporel d' image satellite ( ou Satellite image Time Series - SITS ) être d' important source d' information sur le évolution du territoire . Étudier ce image permettre de comprendre le changement sur un zone précis mais aussi de découvrir un schéma d' évolution à grand échelle . toutefois , découvrir ce phénomène imposer de répondre à plusieurs défi qui être lier aux caractéristique des SITS et à son contrainte . premièrement , chaque pixel d' un image satellite être décrire par plusieurs valeur ( le niveau radiométriques sur différent longueur d' onde ) . deuxièmement , ce motif d' évolution porter sur un période très long et ne être pas forcément synchrone selon le région . troisièmement , le région qui ne être pas concerner par un évolution significatif être majoritaire et son domination rendre difficile le extraction des motif d' évolution . Dans ce article , nous proposer un méthode qui répondre à ce difficulté et nous le validons sur un série d' image satellite acquérir sur un période de 20 an . 	Découverte de motifs d'évolution significatifs dans les séries temporelles d'images satellites	0
Revue des Nouvelles Technologies de l'Information	EGC	2011	Des graphes de documents aux réseaux sociaux		Michel Plantié, Michel Crampes	http://editions-rnti.fr/render_pdf.php?p1&p=1000972	http://editions-rnti.fr/render_pdf.php?p=1000972	478	fr		@mines-ales.fr	Des graphes de documents aux réseaux sociaux 	Des graphes de documents aux réseaux sociaux	0
Revue des Nouvelles Technologies de l'Information	EGC	2011	Détection de changements de distribution dans un flux de données : une approche supervisée	L'analyse de flux de données traite des données massives grâce à des algorithmes en ligne qui évitent le stockage exhaustif des données. La détection de changements dans la distribution d'un flux est une question importante dont les applications potentielles sont nombreuses. Dans cet article, la détection de changement est transposée en un problème d'apprentissage supervisé. Nous avons choisi d'utiliser la méthode de discrétisation supervisée MODL car celle-ci présente des propriétés intéressantes. Notre approche est comparée favorablement à une méthode de l'état-de-l'art sur des flux de données artificiels.	Marc Boullé, Alexis Bondu	http://editions-rnti.fr/render_pdf.php?p1&p=1000944	http://editions-rnti.fr/render_pdf.php?p=1000944	479	fr	fr	@edf.fr, @orange-ftgroup.com	détection de changement de distribution dans un flux de donnée : un approche supervisée  le analyse de flux de donnée traire un donnée massif grâce à un algorithme en ligne qui éviter le stockage exhaustif des donnée . le détection de changement dans le distribution d' un flux être un question important dont le application potentiel être nombreux . Dans ce article , le détection de changement être transposer en un problème d' apprentissage superviser . Nous avoir choisir d' utiliser le méthode de discrétisation superviser MODL car celui _-ci présent des propriété intéressant . son approche être comparer favorablement à un méthode de le état-de -l'art sur un flux de donnée artificiel . 	Détection de changements de distribution dans un flux de données : une approche supervisée	2
Revue des Nouvelles Technologies de l'Information	EGC	2011	Détection de redondances dans les tableaux guidée par une ontologie	Nous nous intéressons dans cet article à la réconciliation d'annotations floues associées à des tableaux de données par une méthode d'annotation sémantique, qui est guidée par une ontologie de domaine. Etant donnés deux tableaux, la méthode consiste à détecter leurs instances de relation redondantes. Elle s'appuie sur les connaissances déclarées dans l'ontologie, ainsi que sur des scores de similarité entre les annotations floues représentées par des sous-ensembles flous numériques ou par des sous-ensembles flous symboliques	Rania Khefifi, Patrice Buche, Juliette Dibie-Barthélemy, Fatiha Saïs	http://editions-rnti.fr/render_pdf.php?p1&p=1001016	http://editions-rnti.fr/render_pdf.php?p=1001016	480	fr	fr	@lri.fr, @supagro.inra.fr, @risk, @agroparistech.fr	détection de redondance dans le tableau guider par un ontologie  Nous nous intéresser dans ce article à le réconciliation d' annotation flou associer à un tableau de donnée par un méthode d' annotation sémantique , qui être guider par un ontologie de domaine . Etant donner deux tableau , le méthode consister à détecter son instance de relation redondant . Elle clr appuyer sur le connaissance déclarer dans le ontologie , ainsi que sur un score de similarité entre le annotation flou représenter par un sous-ensemble flou numérique ou par un sous-ensemble flou symboliques 	Détection de redondances dans les tableaux guidée par une ontologie	0
Revue des Nouvelles Technologies de l'Information	EGC	2011	Détection des profils à long terme et à court terme dans les réseaux sociaux	La conception des profils et contextes utilisateurs se situe au coeur de l'étude et de la mise en oeuvre des mécanismes de personnalisation ou d'adaptation de contenus (recherche d'information, systèmes de recommandation, etc.). Plusieurs modèles et dimensions de profils et contextes sont décrits dans la littérature. Dans la vie réelle tout comme dans les systèmes d'information, le comportement de l'utilisateur est très souvent influencé par son environnement social. Cependant, la dimension sociale des profils et contextes utilisateurs reste très peu étudiée et évaluée. Dans cet article, nous présentons une méthode de visualisation des profils utilisateurs permettant d'évaluer la pertinence du réseau social de l'utilisateur dans l'évolution de son profil. L'expérimentation de la méthode à partir de Facebook permet d'identifier d'une part, les centres d'intérêts à court-terme et à long-terme des profils utilisateurs, et d'autre part, l'influence réelle à court-terme et à long-terme du réseau social de chaque utilisateur. Ces résultats démontrent l'intérêt de modéliser et d'intégrer une dimension sociale dans les profils et contextes utilisateurs, afin de tenter d'améliorer les mécanismes de personnalisation ou d'adaptation de contenus.	Dieudonné Tchuente, Marie-Françoise Canut, Nadine Baptiste-Jessel	http://editions-rnti.fr/render_pdf.php?p1&p=1000987	http://editions-rnti.fr/render_pdf.php?p=1000987	481	fr	fr	@irit.fr, @iut-blagnac.fr, @irit.fr	détection des profil à long terme et à court terme dans le réseau sociaux  le conception des profil et contexte utilisateur clr situer au coeur de le étude et de le mise en oeuvre des mécanisme de personnalisation ou d' adaptation de contenu ( recherche d' information , système de recommandation , etc. ) . plusieurs modèle et dimension de profil et contexte être décrire dans le littérature . Dans le vie réel tout comme dans le système d' information , le comportement de le utilisateur être très souvent influencer par son environnement social . cependant , le dimension social des profil et contexte utilisateur rester très peu étudier et évaluer . Dans ce article , nous présenter un méthode de visualisation des profil utilisateur permettre d' évaluer le pertinence du réseau social de le utilisateur dans le évolution de son profil . le expérimentation de le méthode à partir de Facebook permettre d' identifier d' un part , le centre d' intérêt à court-terme et à long-terme des profil utilisateur , et d' autre part , le influence réel à court-terme et à long-terme du réseau social de chaque utilisateur . ce résultat démontrer le intérêt de modéliser et d' intégrer un dimension social dans le profil et contexte utilisateur , afin de tenter d' améliorer le mécanisme de personnalisation ou d' adaptation de contenu . 	Détection des profils à long terme et à court terme dans les réseaux sociaux	0
Revue des Nouvelles Technologies de l'Information	EGC	2011	Early Classification on Temporal Sequences	Early classification of temporal sequences has applications in, for example, health informatics, intrusion detection, anomaly detection, and scientific and engineering sequence data monitoring. In early classification, instead of optimizing accuracy, our goal is to produce classification as early as possible provided that the accuracy meets some expectation. In this talk, I will advocate early classification as an exciting and challenging research problem, which has not been systematically studied in the literature. I will discuss several interesting formulations of the problem, which provide complimentary features possibly desirable in different application scenarios. I will also review some of our recent progress on this aspect.	Jian Pei	http://editions-rnti.fr/render_pdf.php?p1&p=1000918	http://editions-rnti.fr/render_pdf.php?p=1000918	482	en	en	@cs.sfu.ca	early classification temporal sequence early classification temporal sequence application in example health informatic intrusion detection anomaly detection scientific engineering sequence data monitoring early classification instead optimize accuracy goal produce classification early possible provide accuracy meet expectation talk advocate early classification exciting challenge research problem systematically studied literature discuss several interesting formulation problem provide complimentary feature possibly desirable different application scenario also review recent progress aspect	Early Classification on Temporal Sequences	0
Revue des Nouvelles Technologies de l'Information	EGC	2011	Entropic-Genetic Clustering	This paper addresses the clustering problem given the similarity matrix of a dataset. We define two distinct criteria with the aim of simultaneously minimizing the cut size and obtaining balanced clusters. The first criterion minimizes the similarity between objects belonging to different clusters and is an objective generally met in clustering. The second criterion is formulated with the aid of generalized entropy. The trade-off between these two objectives is explored using a multi-objective genetic algorithm with enhanced operators	Mihaela Breaban, Henri Luchian, Dan A. Simovici	http://editions-rnti.fr/render_pdf.php?p1&p=1000931	http://editions-rnti.fr/render_pdf.php?p=1000931	483	en	en	@infoiasi.ro, @cs.umb.edu	entropic genetic cluster paper address cluster problem give similarity matrix dataset define two distinct criterium aim simultaneously minimize cut size obtain balanced cluster first criterion minimize similarity object belong different cluster objective generally meet cluster second criterion formulate aid generalized entropy trade off two objective explore used multus objective genetic algorithm enhance operator	Entropic-Genetic Clustering	0
Revue des Nouvelles Technologies de l'Information	EGC	2011	Equilibrer l'analyse des motifs fréquents	Cet article propose une méthode originale d'évaluation de la qualité des motifs en anticipant la manière qui sera utilisée pour les analyser. Nous commençons par introduire le modèle de l'analyse aléatoire d'un ensemble de motifs selon une mesure d'intérêt. Avec ce modèle, nous constatons que l'étude des motifs fréquents avec le support conduit à une analyse déséquilibrée du jeu de données. Afin que chaque transaction reçoive la même attention, nous définissons le support équilibré qui corrige le support classique en pondérant les transactions. Nous proposons alors un algorithme qui calcule ces poids et nous validons expérimentalement son efficacité.	Arnaud Giacometti, Arnaud Soulet, Patrick Marcel	http://editions-rnti.fr/render_pdf.php?p1&p=1000927	http://editions-rnti.fr/render_pdf.php?p=1000927	484	fr	fr	@univ-tours.fr	Equilibrer le analyse des motif fréquents  ce article proposer un méthode original d' évaluation de le qualité des motif en anticiper le manière qui être utiliser pour les analyser . Nous commencer par introduire le modèle de le analyse aléatoire d' un ensemble de motif selon un mesure d' intérêt . Avec ce modèle , nous constater que le étude des motif fréquent avec le support conduire à un analyse déséquilibrer du jeu de donnée . Afin que chaque transaction recevoir le même attention , nous définir le support équilibrer qui corriger le support classique en pondérer le transaction . Nous proposer alors un algorithme qui calculer ce poids et nous valider expérimentalement son efficacité . 	Equilibrer l'analyse des motifs fréquents	0
